title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
A Dispatch from Reuter's,1940,90,,7.1,394,,0,0,0,1,0,0,0
A Distant Chord,1994,28,16000,5.4,43,,0,0,0,0,0,0,1
A Distant Episode,2015,20,,5.9,23,,0,0,0,0,0,0,1
A Distant Shore,2005,16,40000,6.4,13,,0,0,0,1,0,0,1
A Distant Thunder,2005,35,,7.4,71,,0,0,0,0,0,0,1
A Distant Trumpet,1964,96,,6.5,615,,0,0,0,0,0,0,0
A Distrao de Ivan,2010,17,,5.3,15,,0,0,0,0,0,0,1
A Divina Comdia,1991,140,,7.3,318,,0,0,0,1,0,0,0
A Dizzy Day,1933,8,,5.5,20,,0,1,0,0,0,0,1
A Doctor of My Own: The First Medical Students of Namibia,2014,51,,9.4,14,,0,0,0,0,1,0,0
A Doctor's Sword,2015,80,,8.7,18,,0,1,0,0,1,0,0
A Documentary on the Making of 'Gore Vidal's Caligula',1981,62,,6.6,54,,0,0,0,0,1,0,0
A Dog Named Gucci,2015,90,,9.7,60,,0,0,0,1,1,0,0
A Dog Year,2009,80,,6.1,2116,,0,0,1,1,0,0,0
A Dog for Christmas,2015,89,250000,6.6,14,,0,0,1,0,0,0,0
A Dog of Flanders,1935,72,,6.5,85,,0,0,0,1,0,0,0
A Dog of Flanders,1959,96,,7.2,285,,0,0,0,1,0,0,0
A Dog of Flanders,1999,100,7000000,6.3,779,PG,0,0,0,1,0,0,0
A Dog's Best Friend,1959,70,,5.6,23,,0,0,0,1,0,0,0
A Dog's Breakfast,2007,88,120000,7,3262,,0,0,1,0,0,0,0
A Dog's Life,1918,33,,7.8,4788,,0,0,1,0,0,0,1
A Dog's Life: A Dogamentary,2004,52,,6.2,40,,0,0,0,0,1,0,0
A Dog's Love,1914,11,,6.5,51,,0,0,0,0,0,0,1
A Dog's Tale,1999,91,,6.2,53,,0,0,0,0,0,0,0
A Dog's Tale,2006,4,,5.9,9,,0,0,1,0,0,0,1
A Dog, Barking,2010,29,,7.4,45.5,,0,0,0,1,0,0
A Doggone Mixup,1938,20,,5.9,13,,0,0,1,0,0,0,1
A Dogwalker's Christmas Tale,2015,86,,6.1,99,,0,0,0,0,0,1,0
A Doll's House,1918,50,,7.6,7,,0,0,0,1,0,0,0
A Doll's House,1922,70,,6.6,8,,0,0,0,1,0,0,0
A Doll's Life,2012,7,,9,10,,0,0,0,1,0,0,1
A Dona da Histria,2004,84,,6.5,613,,0,0,1,0,0,1,0
A Doonesbury Special,1977,25,,6.9,104,,0,1,0,0,0,0,1
A Door Will Open,1940,11,,7.3,10,,0,0,0,0,0,0,1
A Double Life,1947,104,,7.1,2088,,0,0,0,1,0,0,0
A Doula Story,2005,60,,7.9,14,,0,0,0,0,1,0,0
A Dove Among Pigeons,2011,21,66750,6.5,6,,0,0,1,0,0,0,1
A Dozen Kliks,1998,12,,4.3,59,,0,0,0,1,0,0,1
A Dozen Summers,2015,82,,7.6,33,,0,0,1,1,0,0,0
A Dragon's Tale,2006,90,,6.9,11,,1,0,0,0,0,0,0
A Dream,2013,4,,8.4,7,,0,0,0,0,0,0,1
A Dream Comes True,1935,8,,8.3,113,,0,0,0,0,1,0,1
A Dream Like You,2005,10,,7.2,6,,0,0,0,0,0,0,1
A Dream Walking,1934,7,,7.2,249,,0,1,1,0,0,0,1
A Dream in Doubt,2007,56,,7.7,25,,0,0,0,0,1,0,0
A Dream in Hanoi,2002,91,,7,13,,0,0,0,0,1,0,0
A Dream in Hanoi,2009,16,,7.6,21,,0,0,0,0,0,0,1
A Dream of Color in Black and White,2005,90,10000,6.3,54,,0,0,0,1,0,1,0
A Dream of Flight,2005,12,3500,7.3,7,,0,0,0,1,0,0,1
A Dream of Kings,1969,107,,7.2,298,,0,0,0,1,0,0,0
A Dream of Love,1938,17,,5.3,34,,0,0,0,1,0,0,1
A Dream to Remember,2012,6,,7.6,7,,0,0,0,1,0,0,1
A Dress Rehearsal for an Execution,2013,60,,6.5,8,,0,0,0,1,1,0,0
A Drink in the Passage,2002,29,,7.6,10,,0,0,0,1,0,0,1
A Drogaria,2000,24,,5.8,5,,0,0,0,1,0,0,1
A Drop of Life,2007,17,,8.3,16,,0,0,0,1,0,0,1
A Drop of Love,2012,71,,7.1,13,,0,0,1,1,0,1,0
A Drop of Water,2013,99,,6.2,6,,0,0,0,0,1,0,0
A Drop of the Pure,2009,73,,8.2,10,,0,0,1,1,0,0,0
A Drummer's Dream,2010,84,,7.4,103,,0,0,0,0,1,0,0
A Drunkard's Reformation,1909,13,,5.9,86,,0,0,0,1,0,0,1
A Dry White Season,1989,97,,7,3593,,0,0,0,1,0,0,0
A Dubious Night,2015,16,2000,8.4,10,,0,0,0,0,0,0,1
A Dublin Story,2003,14,,7.3,73,,0,0,0,1,0,0,1
A Ducking They Did Go,1939,17,,7.6,357,,0,0,1,0,0,0,1
A Duke for a Day,1934,19,,5.9,18,,0,0,1,0,0,0,1
A Dull House,2004,88,50000,6.4,10,,0,0,1,0,0,0,0
A Dupla do Barulho,1953,90,,6.9,15,,0,0,1,0,0,0,0
A Dying Breed,2007,100,,7.4,29,,0,0,0,0,0,0,0
A Era dos Campees,2011,75,,7.5,51,,0,0,0,0,1,0,0
A Erva do Rato,2008,80,,6.6,198,,0,0,0,1,0,0,0
A Escada,1996,5,,6.2,21,,0,0,0,0,0,0,1
A Escolha,2011,15,,5.6,15,,0,0,0,1,0,0,1
A Escritora Italiana,2007,78,,4.9,19,,0,0,0,1,0,1,0
A Espada e a Rosa,2010,142,,5.7,70,,0,0,0,1,0,0,0
A Esperana Est Onde Menos Se Espera,2009,122,,5.9,310,,0,0,0,1,0,0,0
A Espi Que Entrou em Fria,1967,82,,4.5,12,,0,0,1,0,0,0,0
A Estao,2006,36,,6.5,33,,0,0,0,1,0,0,1
A Esteticista,2005,96,,7.4,16,,0,0,0,0,1,0,0
A Estrada 47,2013,107,,6.4,305,,0,0,0,1,0,0,0
A Estrangeira,1982,100,,7.1,12,,0,0,0,1,0,0,0
A Estranha Hospedaria dos Prazeres,1976,81,,4.5,166,,0,0,0,0,0,0,0
A Estrela Mais Brilhante,2011,10,,6.3,20,,0,0,0,1,0,0,1
A Estrela Sobe,1974,105,,7,27,,0,0,0,1,0,0,0
A Experincia,2007,6,,5.8,6,,0,0,0,0,0,0,1
A Extorso,1975,98,,6.3,20,,0,0,0,1,0,0,0
A Fable About Beauty,2010,11,,7.7,6,,0,0,0,0,0,0,1
A Face in the Crowd,1957,126,,8.2,9742,,0,0,0,1,0,0,0
A Face in the Crowd,1981,58,,3.4,9,,0,0,0,1,0,0,0
A Face in the Fog,1936,66,,4.7,94,,0,0,0,0,0,0,0
A Face of War,1968,72,,8.9,30,,0,0,0,0,1,0,0
A Facebook Romance,2012,91,500000,7.2,16,,0,0,0,0,0,1,0
A Failure at Fifty,1940,10,,6,39,,0,0,0,0,0,0,1
A Fair Exchange,1909,11,,5.3,10,,0,0,0,1,0,0,1
A Fairy Story,2002,10,,5.4,9,,0,0,0,1,0,0,1
A Fairy Tale,2006,10,6200,7.5,15,,0,0,1,0,0,0,1
A Fairy Tale,2011,11,,7.4,11,,0,0,1,0,0,0,1
A Fairy Tale of La La Land,2014,11,,5.7,6,,0,0,1,1,0,0,1
A Fairytale of Forgotten Things,2005,4,,6.4,12,,0,0,0,0,0,0,1
A Fairytale of the City,2006,12,,7.5,24,,0,0,0,1,0,0,1
A Falecida,1965,90,,7.3,141,,0,0,0,1,0,0,0
A Falha,2000,89,,5,49,,0,0,0,1,0,0,0
A Fall from Freedom,2011,82,,8.4,46,,0,0,0,0,1,0,0
A Fall from the Clouds,2003,7,,5.7,27,,0,1,0,1,0,1,1
A Fallen Angel,2010,15,,8.5,6,,0,0,0,1,0,0,1
A Fallible Girl,2013,104,,6.7,23,,0,0,0,1,0,0,0
A Falta Que Me Faz,2009,85,,6.7,17,,0,0,0,0,1,1,0
A Falta Que Nos Move,2011,95,,6.9,41,,0,0,0,1,0,0,0
A Family Affair,1937,69,190000,6.9,384,,0,0,1,0,0,0,0
A Family Affair,1993,96,,8.1,8,,0,0,0,0,0,0,0
A Family Affair,2001,107,,5.1,270,,0,0,1,0,0,1,0
A Family Finds Entertainment,2005,42,,7.7,48,,0,0,0,0,0,0,1
A Family Legacy,2005,7,,7.8,9,,0,0,0,0,0,0,1
A Family Portrait,2009,5,,6.6,87,,0,1,1,1,0,0,1
A Family Thing,1996,109,,6.9,2675,PG-13,0,0,1,1,0,0,0
A Family Underground,2009,90,,6.4,108,R,0,0,0,0,1,0,0
A Family X-mas,2003,14,,7.3,28,,0,0,1,0,0,0,1
A Family of Ghosts,2016,14,,8.1,8,,0,0,1,1,0,1,1
A Famlia Lero-Lero,1953,80,,6.6,19,,0,0,1,0,0,0,0
A Famlia do Barulho,1970,75,,6.5,40,,0,0,1,0,0,0,0
A Famosa Lngua de Ouro,1988,70,,5.6,9,,0,0,0,0,0,0,0
A Fan,1968,6,,4.7,21,,0,0,0,0,0,0,1
A Fan's Notes,1972,90,,5.9,15,,0,0,1,1,0,0,0
A Fanatic by Choice,2015,90,,9.4,38,,0,0,0,0,1,0,0
A Fantastic Fear of Everything,2012,100,,5.9,11154,R,0,0,1,0,0,0,0
A Fantastic Ghost Wedding,2014,97,,6.3,23,,0,0,1,1,0,0,0
A Fantasy on Ireland,1949,8,,1.7,6,,0,1,0,0,0,0,1
A Far Cry,2006,15,,8.3,6,,0,0,0,0,0,0,1
A Far Off Place,1993,108,,6.6,2780,PG,0,0,0,1,0,1,0
A Far-off Cry,2010,38,,9,5,,0,0,0,0,1,0,0
A Fare to Remember,1999,100,,6.6,154,,0,0,0,0,0,0,0
A Farewell to Arms,1932,79,800000,6.6,3518,,0,0,0,1,0,1,0
A Farewell to Arms,1957,141,4353000,5.9,1838,,0,0,0,1,0,1,0
A Farewell to Fools,2013,85,,5.6,271,PG-13,0,0,1,1,0,0,0
A Faster Horse,2015,85,,6.9,309,,0,0,0,0,1,0,0
A Fate Foretold,2000,21,,6.9,44,,0,0,0,0,0,0,1
A Father's Day,2016,10,,9.8,8,,0,0,0,1,0,0,1
A Father's Journey,2015,87,,9.5,47,,0,0,0,1,0,0,0
A Father's Love,2015,8,,8.7,6,,0,0,0,1,0,0,1
A Father's Rights,2008,110,250000,6.5,13,,0,0,0,1,0,0,0
A Father's Worth,2007,77,8000,9.6,5,,0,0,0,1,0,0,0
A Faustian Tale,2007,7,,8,8,,0,0,0,1,0,0,1
A Favor da Claridade,2004,54,,6.6,5,,0,0,0,0,1,0,0
A Favour,2014,3,,9.6,5,,0,0,0,1,0,0,1
A Favourite Nursery Scene,1898,2,,5.9,44,,0,0,1,0,0,0,1
A Fbrica,2011,15,,5.9,79,,0,0,0,1,0,0,1
A Fear of Living,2010,9,,7,7,,0,0,1,1,0,0,1
A Feast at Midnight,1994,105,,6.9,403,PG,0,0,1,1,0,0,0
A Feast of Flesh,2007,77,,2.5,207,,0,0,0,0,0,0,0
A Feast of Friends,2005,15,,6.8,17,,0,0,0,1,0,0,1
A Feast of Souls,2004,34,6000,7.6,17,,0,0,0,0,0,0,1
A Feather in Her Hat,1935,72,,6.3,118,,0,0,0,1,0,0,0
A Feather in His Collar,1946,1,,5.3,42,,0,1,0,0,0,0,1
A Feather in His Hare,1948,7,,7.3,273,,0,1,1,0,0,0,1
A Febre do Rato,2011,110,,7.2,601,,0,0,0,1,0,0,0
A Federal Case,2008,85,100000,7.5,52,,1,0,0,1,0,0,0
A Feeling Called Glory,2000,29,,6.2,23,,0,0,0,0,0,0,1
A Felicidade,2009,10,,5.9,7,,0,0,0,1,0,0,1
A Ferida,2003,16,,5.8,12,,0,0,0,1,0,0,1
A Ferret Called Mickey,2003,12,,5.8,32,,0,0,0,0,0,0,1
A Festa da Menina Morta,2008,115,,6,338,,0,0,0,1,0,0,0
A Festa de Margarette,2003,80,,7,68,,0,0,1,0,0,0,0
A Festa e os ces,2015,25,,7,5,,0,0,0,0,1,0,1
A Feud There Was,1938,8,,7.1,84,,0,1,1,0,0,0,1
A Feud in the Kentucky Hills,1912,17,,5.5,16,,0,0,0,0,0,1,1
A Fever in the Blood,1961,117,,6.4,138,,0,0,0,1,0,0,0
A Fever in the Blood,2002,12,,7.9,81,,1,0,1,0,0,0,1
A Few Best Men,2011,97,,5.7,10196,,0,0,1,0,0,1,0
A Few Good Men,1992,138,40000000,7.6,181661,R,0,0,0,1,0,0,0
A Few Moments with Eddie Cantor, Star of 'Kid Boots',1923,7,,6.6,14.5,,0,0,1,0,0,0
A Few Notes on Our Food Problem,1968,36,,5.2,5,,0,0,0,0,1,0,0
A Few Quick Facts: Fear,1945,3,,5.4,50,,0,1,1,0,0,0,1
A Few Quick Facts: Inflation,1944,2,,5.1,42,,0,1,1,0,0,0,1
A Few Screws Loose,2008,90,,6.4,12,,0,0,0,0,0,0,0
A Few Shy,2011,18,,9.3,7,,0,0,0,1,0,1,1
A Few Tales of Hard Times: Chapter 4 - The Name,2011,15,1000,7.1,8,,0,0,0,0,0,0,1
A Few Years Older,2003,20,,9,5,,0,0,1,0,0,0,1
A Field Full of Secrets,2014,122,,5.8,130,,0,0,0,0,1,0,0
A Field in England,2013,90,,6.3,6980,,0,0,0,1,0,0,0
A Field of Honor,1973,15,1400,6.6,188,,1,0,1,0,0,0,1
A Fierce Green Fire,2012,101,,7,156,,0,0,0,0,1,0,0
A Fig Leaf for Eve,1944,69,,5.8,30,,0,0,0,1,0,0,0
A Fight for Love,1919,60,,4.2,20,,0,0,0,0,0,0,0
A Fight for Survival,2010,80,350000,8.8,14,,0,0,0,1,0,0,0
A Fight to the Finish,1947,7,,6.5,10,,1,1,0,0,0,0,1
A Fighting Chance,2010,88,,7.6,54,,0,0,0,0,1,0,0
A Fighting Heart,2013,57,,8.5,6,,0,0,0,0,1,0,0
A Fighting Man,2014,88,,5.6,1176,R,0,0,0,1,0,0,0
A Fighting Season,2015,82,100000,9,7,,0,0,0,1,0,0,0
A Figment of My Imagination,2014,17,,7.2,5,,0,0,0,1,0,0,1
A Filha,2003,90,,6.6,96,,0,0,0,1,0,0,0
A Filha de Calgula,1981,70,,3.7,13,,0,0,0,1,0,0,0
A Filha dos Trapalhes,1984,107,,3.8,183,,0,0,1,0,0,0,0
A Film About Coffee,2014,67,,6.8,159,,0,0,0,0,1,0,0
A Film About Kids and Music. Sant Andreu Jazz Band,2012,101,,9.1,15,,0,0,0,0,0,0,0
A Film About Races,2009,90,,7.1,8,,0,0,0,0,1,0,0
A Film Is a Film Is a Film,2013,16,,6.9,8,,0,0,0,0,1,0,1
A Film Johnnie,1914,15,,5.7,915,,0,0,1,0,0,0,1
A Film by Aravind,2005,150,,7.2,80,,0,0,0,0,0,0,0
A Film from My Parish: 6 Farms,2007,7,,7.2,20,,0,1,0,0,0,0,1
A Film with Me in It,2008,89,,6.7,3139,,0,0,1,0,0,0,0
A Final Hit,2015,82,10000,6.1,8,,1,0,0,1,0,0,0
A Fine Feathered Frenzy,1954,7,,6.2,37,,0,1,1,0,0,1,1
A Fine Madness,1966,104,,5.9,842,,0,0,1,1,0,1,0
A Fine Mess,1986,90,,4.5,1118,,1,0,1,0,0,1,0
A Fine State This Is,2003,55,150000,9,9,,0,0,0,0,1,0,0
A Fine Step,2014,111,1000000,5.3,207,PG,0,0,0,1,0,0,0
A Fine Young Man,2010,13,,7.9,22,,1,0,0,1,0,0,1
A Finished Life: The Goodbye & No Regrets Tour,2008,81,,7.6,24,,0,0,0,0,1,0,0
A Finnish Fable 2011,2011,6,,5.7,6,,0,1,0,0,0,0,1
A Fire Has Been Arranged,1935,70,,6.3,45,,0,0,1,0,0,0,0
A Fire Set on Fire,2005,8,,8.1,13,,0,0,1,0,0,0,1
A Fire in a Burlesque Theatre,1904,1,,4.4,148,,0,0,0,1,0,0,1
A Fireside Chat with Lionel Barrymore,1938,3,,6.8,6,,0,0,1,1,0,0,1
A First Date,2013,8,,7,5,,0,0,1,0,0,0,1
A Fish Called Wanda,1988,108,7500000,7.6,108206,,0,0,1,0,0,0,0
A Fish Story,2011,11,,7.8,91,,0,0,0,0,0,0,1
A Fish Story,2013,110,,7.7,94,,0,0,0,0,0,0,0
A Fish in the Bathtub,1999,96,,5.7,251,PG-13,0,0,1,0,0,0,0
A Fistful of Confidence,2003,8,5000,9.3,6,,0,0,0,0,0,0,1
A Fistful of Dragon,1981,78,,5.8,16,,1,0,0,1,0,0,0
A Fistful of Fingers,1995,78,,6.5,331,,0,0,1,0,0,0,0
A Fistful of Kebab,1998,9,,6.6,27,,0,0,0,0,0,0,1
A Fistful of Rawhide,1970,65,,8.2,6,,0,0,0,0,0,0,0
A Fistful of Sandwich,2012,14,,8.2,5,,1,0,1,0,0,0,1
A Fitting Tribute,2007,13,,6.9,93,,0,0,1,1,0,0,1
A Fix,2008,30,50000,6.8,105,,0,0,0,1,0,0,1
A Flame to the Phoenix,1983,80,,5.9,11,,0,0,0,0,0,0,0
A Flash of Light,1910,17,,6,23,,0,0,0,0,0,1,1
A Flash of Light,2005,57,,8.1,19,,0,0,0,0,1,0,0
A Fld szeretje,2010,110,,7.3,6,,0,0,0,1,0,0,0
A Flea in Her Ear,1968,94,,5.6,148,,0,0,1,0,0,0,0
A Flickering Truth,2015,96,,7.3,55,,0,0,0,0,1,0,0
A Flippin' Love Story,2005,6,5000,5.2,6,,0,0,0,0,0,0,1
A Flirt's Mistake,1914,8,,5.4,136,,0,0,1,0,0,0,1
A Flood in Baath Country,2005,46,,8.3,51,,0,0,0,0,1,0,0
A Flor mis grande do mundo,2007,10,,6.9,42,,0,1,0,0,0,0,1
A Floresta Que Se Move,2015,99,,6.8,94,,0,0,0,1,0,0,0
A Floresta de Jonathas,2012,98,,6.3,55,,0,0,0,1,0,0,0
A Florida Enchantment,1914,63,,6.2,130,,0,0,1,0,0,0,0
A Fly in the Champagne,2009,49,,7.8,12,,0,0,0,0,0,0,0
A Fly in the Pink,1971,6,,5.6,76,,0,1,1,0,0,0,1
A Fmea da Praia,1983,83,,4.2,5,,0,0,0,0,0,0,0
A Fmea do Mar,1981,86,,5.2,50,,0,0,0,1,0,0,0
A Foetal Decision,2006,10,,8.1,8,,0,0,1,0,0,0,1
A Fool There Was,1915,67,,5.9,522,,0,0,0,1,0,0,0
A Fool's Advice,1932,63,,5.4,42,,0,0,1,0,0,0,0
A Fool's Revenge,1909,11,,5.3,10,,0,0,0,1,0,0,1
A Foot of Rope,2005,36,,7.5,6,,0,0,0,1,0,0,1
A Fora do Atrito,1993,80,,5.9,8,,0,0,0,0,0,0,0
A Fora dos Sentidos,1978,100,,7.5,15,,0,0,0,0,0,0,0
A Force More Powerful,1999,110,,8,35,,0,0,0,0,1,0,0
A Force in Readiness,1961,26,,5.6,12,,0,0,0,0,1,0,1
A Force of One,1979,90,,5,2377,,1,0,0,1,0,0,0
A Foreign Affair,1948,116,1500000,7.4,4600,,0,0,1,1,0,1,0
A Foreign Affair,2003,82,,6.1,955,PG-13,0,0,1,1,0,1,0
A Foreign Exchange Love - the movie,2014,18,,8.4,60,,0,0,1,0,0,1,1
A Forest Returns,2005,29,,9,8,,0,0,0,0,1,0,1
A Fork in the Road,2009,105,,6.1,890,,0,0,1,0,0,0,0
A Forked World,2004,82,,6.9,13,,0,0,1,0,0,0,0
A Formal Faucett,1978,67,,5.5,23,,0,0,1,0,0,0,0
A Foundling,2010,90,,7.1,25,,0,0,0,0,0,0,0
A Four Course Meal,2006,95,20000,8.2,39,,0,0,0,0,0,0,0
A Four Letter Word,2007,87,125000,5.5,746,,0,0,1,0,0,1,0
A Fox in a Fix,1951,7,,6.7,71,,0,1,1,0,0,0,1
A Fractured Leghorn,1950,7,,7.5,190,,0,1,1,0,0,0,1
A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times,2013,58,,4.5,14.5,,0,0,0,0,1
A Frame,2007,19,,6.8,28,,0,0,0,1,0,0,1
A Free Bird,2014,95,102000,8,55,R,0,0,1,0,0,0,0
A Free Ride,1915,10,,5.2,189,,0,0,0,0,0,0,1
A Free Soul,1931,93,,6.7,1550,,0,0,0,1,0,1,0
A Freira e a Tortura,1983,85,,4.8,39,,0,0,0,1,0,0,0
A French Honeymoon,1964,62,,7.8,5,,0,0,1,0,0,0,0
A French Mistress,1960,98,,6.7,57,,0,0,1,0,0,0,0
A Frente Fria que a Chuva Traz,2015,80,,6.2,17,,0,0,0,1,0,0,0
A Freudian Image,2003,12,,6.6,5,,0,0,0,1,0,0,1
A Friend Indeed: The Bill Sackter Story,2008,90,,8.4,15,,0,0,0,0,1,0,0
A Friend at the End,2013,5,,8.3,12,,0,0,0,0,0,0,1
A Friend in Need,2015,12,6000,7.4,611,,0,0,0,1,0,0,1
A Friend of Dorothy,1994,33,,7.4,287,,0,0,0,1,0,0,1
A Friendly Game,2008,2,,2.3,9,,0,0,1,0,0,0,1
A Fronteira,2003,94,150000,6.2,16,,0,0,0,1,0,0,0
A Frontier Flirtation; or, How the Tenderfoot Won Out,1903,1,,4.5,0,,0,0,1,0,0,0
A Fuchsia Elephant,2009,10,,7.9,134,,0,0,1,0,0,0,1
A Fuck Free Miracle,2007,12,0,5,27,,0,0,0,0,0,0,1
A Fucking Cruel Nightmare,2010,83,,2.6,31,,0,0,0,0,0,0,0
A Fuga,1976,110,,5.3,9,,0,0,0,1,0,0,0
A Fuga,2013,23,,8.5,38,,1,0,0,0,0,0,1
A Fuga, a Raiva, a Danca, a Bunda, a Boca, a Calma,24.5,14.5,14.5,4.5,4.5,14.5,,0
A Fugitive from Justice,1940,53,,5.2,74,,0,0,0,1,0,0,0
A Full Cup,1997,16,,7.2,5,,0,0,1,0,0,0,1
A Fuller Life,2013,80,,6.9,47,,0,0,0,0,1,0,0
A Fully Loaded,2008,1,,8.8,6,,0,0,0,0,0,0,1
A Function,2011,9,,7.3,22,,0,0,0,0,0,0,1
A Funeral for Mr. Smithee,2002,3,,7.6,17,,0,0,0,0,0,0,1
A Funny Thing Happened at the Quick Mart,2004,10,,7.3,54,,0,0,0,0,0,0,1
A Funny Thing Happened on the Way to the Forum,1966,99,2000000,7,6796,,0,0,1,0,0,0,0
A Funny Thing Happened on the Way to the Funeral,2006,15,,6.2,20,,0,0,0,1,0,0,1
A Funny Thing Happened on the Way to the White House,2013,60,50000,7.4,5,,0,0,0,0,1,0,0
A Further Gesture,1997,96,,5.9,298,R,0,0,0,1,0,1,0
A Galaxy Far, Far Away,2001,62,,5.3,14.5,,0,0,1,0,1,0
A Galinha do Rabo de Ouro,1987,83,,5.8,5,,0,0,0,0,0,0,0
A Game of Chess,2015,3,,7.4,7,,0,0,0,1,0,0,1
A Game of Death,1945,72,,6.1,119,,0,0,0,0,0,0,0
A Game with No Rules,1994,17,,8,55,,0,0,0,0,0,0,1
A Gamer's Day,2005,39,,8.7,154,,0,0,1,0,0,0,1
A Gander at Mother Goose,1940,6,,6.6,148,,0,1,1,0,0,0,1
A Gang Land Love Story,2010,106,500000,4.7,62,,0,0,0,1,0,1,0
A Garden for Rio,1996,15,,6.4,9,,0,0,0,0,0,1,1
A Garota,2006,4,5000,5.9,65,,0,1,0,1,0,0,1
A Gasoline Wedding,1918,9,,6.4,50,,0,0,1,0,0,0,1
A Gathering of Eagles,1963,115,3346500,6.4,598,,0,0,0,1,0,1,0
A Gay Girl in Damascus: The Amina Profile,2015,84,,6.8,200,,0,0,0,0,1,0,0
A Gem of a Jam,1943,17,,7.6,276,,0,0,1,0,0,0,1
A Generation Apart,1983,56,150000,8.6,9,,0,0,0,0,1,0,0
A Generation of Vipers,2014,15,,9,6,,0,0,0,1,0,0,1
A Genesis Found,2010,119,27200,8.1,22,,0,0,0,0,0,0,0
A Genius Leaves the Hood: The Unauthorized Story of Jay Z,2014,58,,6.6,39,,0,0,0,0,1,0,0
A Gentle Art,2007,93,250000,5.9,26,,0,0,0,1,0,0,0
A Gentle Creature,2009,19,,6.8,12,,0,0,0,0,0,0,1
A Gentleman After Dark,1942,74,,6.5,38,,0,0,0,1,0,0,0
A Gentleman at Heart,1942,70,,6.9,67,,0,0,1,0,0,0,0
A Gentleman of Paris,1927,65,,6.9,19,,0,0,1,0,0,0,0
A Gentleman of Paris,1931,78,,5.8,5,,0,0,0,1,0,0,0
A Gentleman's Game,2002,112,,6.4,734,R,0,0,0,1,0,0,0
A Gentleman's Gentleman,1941,8,,6.7,156,,0,1,1,0,0,0,1
A Gentlemen's Agreement,2010,14,,7.6,7,,0,0,0,1,0,0,1
A Gentlemen's Duel,2006,8,,7,530,,1,1,1,0,0,0,1
A German Life,2016,107,,6.6,5,,0,0,0,0,1,0,0
A Gesture Fight in Hester Street,1900,1,,4,51,,0,0,1,0,0,0,1
A Get2Gether,2005,98,160000,4.7,23,,0,0,1,0,0,0,0
A Ghastly Tale,2010,9,,5.8,6,,0,0,0,0,0,0,1
A Ghentar si muore facile,1967,117,,6.4,14,,1,0,0,0,0,0,0
A Ghost Within,2013,15,,7.1,10,,0,0,0,1,0,0,1
A Ghost and the Boy with A Box on His Head,2015,73,,6.6,5,,0,0,0,1,0,0,0
A Ghost of a Chance,1968,50,,7.1,22,,0,0,0,1,0,0,0
A Ghost of a Chance,1973,86,,7,7,,0,0,0,0,0,0,0
A Giant Awakens,2009,52,150000,8,6,,0,0,0,0,0,0,0
A Gift Divine,2009,19,,6.3,108,,0,0,0,1,0,0,1
A Gift Horse,2015,83,,5.2,86,,0,0,0,0,0,0,0
A Gift for Amelia,2015,13,,9.1,15,,0,0,0,0,0,1,1
A Gift for Heidi,1958,71,,4.5,34,,0,0,0,1,0,0,0
A Gift from Heaven,1995,99,750000,5.7,18,,0,0,0,1,0,0,0
A Girl Is a Girl,1999,87,,6,145,,0,0,1,1,0,0,0
A Girl Like Her,2012,48,,7.7,10,,0,0,0,0,1,0,0
A Girl Like Her,2015,91,,7.1,2319,PG-13,0,0,0,1,0,0,0
A Girl Like That,1979,60,,3.8,12,,0,0,1,1,0,0,0
A Girl Like U,2011,15,,6.8,8,,0,0,0,1,0,0,1
A Girl Like You with a Boy Like Me,2009,10,,8.5,11,,0,0,1,0,0,0,1
A Girl Must Live,1939,92,,6.9,61,,0,0,1,1,0,0,0
A Girl Named Elastika,2013,4,,6.6,47,,0,1,1,0,0,0,1
A Girl Named Grace,2012,45,,6.4,5,,0,0,0,0,0,0,0
A Girl Named Tamiko,1962,110,,6.2,84,,0,0,0,1,0,0,0
A Girl Walks Home Alone at Night,2011,8,,6.7,9,,0,0,0,0,0,0,1
A Girl Walks Home Alone at Night,2014,101,,7,17240,,0,0,0,1,0,0,0
A Girl and Her Guardian,2012,21,,9.2,5,,1,0,0,0,0,0,1
A Girl and a Dolphin,1979,10,,7,7,,0,1,0,0,0,0,1
A Girl in Every Port,1928,78,,6.8,421,,0,0,1,0,0,0,0
A Girl in Every Port,1952,86,,5.3,427,,0,0,1,0,0,0,0
A Girl in a Million,1946,86,,6.9,17,,0,0,1,0,0,0,0
A Girl in the River: The Price of Forgiveness,2015,40,,8.1,568,,0,0,0,0,1,0,1
A Girl of the Bush,1921,91,,6.1,8,,0,0,0,0,0,0,0
A Girl of the Limberlost,1934,76,,6.3,19,,0,0,0,1,0,0,0
A Girl to Kill For,1990,88,,5,100,,0,0,0,0,0,1,0
A Girl with Ideas,1937,70,,6.4,8,,0,0,1,1,0,0,0
A Girl with No Soul,2010,3,,8.5,6,,0,0,0,1,0,0,1
A Girl's Affair,1992,85,,6.2,20,,0,0,0,0,0,0,0
A Girl's Best Friend,1981,85,,7.5,52,,0,0,1,0,0,0,0
A Girl's Best Years,1936,19,,5.6,46,,0,0,1,0,0,1,1
A Girl's Folly,1917,58,,6.6,87,,0,0,1,0,0,0,0
